Food group,Product,Vergelijkbaar product,Afstand
Vegetables,Bean sprouts boiled,Bean sprouts raw,0.9750233854997471
Vegetables,Bean sprouts boiled,Cucumber without skin raw,1.827584876996196
Vegetables,Bean sprouts boiled,Cucumber with skin raw,2.1674826958111013
Vegetables,Bean sprouts raw,Bean sprouts boiled,0.9750233854997473
Vegetables,Bean sprouts raw,Cucumber without skin raw,1.8189050207032416
Vegetables,Bean sprouts raw,Onions raw,1.8299693107125743
Vegetables,Beans French frozen boiled,Onions raw,1.301443243917521
Vegetables,Beans French frozen boiled,Carrot boiled ,1.4199296579263105
Vegetables,Beans French frozen boiled,Chicory raw,1.6275528973201336
Vegetables,Beans French tinned,Carrot boiled ,2.6988529173639417
Vegetables,Beans French tinned,Cucumber without skin raw,2.9472119123550917
Vegetables,Beans French tinned,Beans French frozen boiled,2.9559960389808433
Vegetables,Beans French boiled,Courgettes boiled,1.201970979699303
Vegetables,Beans French boiled,Lettuce raw,1.3074337738520223
Vegetables,Beans French boiled,Cauliflower boiled,1.3686432726576536
Vegetables,Broccoli boiled,Courgettes boiled,3.2187163530050555
Vegetables,Broccoli boiled,Lettuce butterhead raw,3.359231507594826
Vegetables,Broccoli boiled,Cauliflower boiled,3.4498882999563367
Vegetables,Carrot raw ,Carrot boiled ,0.5729412349080654
Vegetables,Carrot raw ,Tomato boiled,1.0075160009651942
Vegetables,Carrot raw ,Tomato raw,1.027499583503507
Vegetables,Carrot boiled ,Carrot raw ,0.5729412349080654
Vegetables,Carrot boiled ,Tomato boiled,0.9697320292904632
Vegetables,Carrot boiled ,Onions raw,1.0489705033877694
Vegetables,Cauliflower boiled,Chicory raw,1.0396160110329002
Vegetables,Cauliflower boiled,Tomato boiled,1.1704951214035926
Vegetables,Cauliflower boiled,Cucumber with skin raw,1.2382955561375202
Vegetables,Chicory raw,Cucumber with skin raw,0.4797288216755799
Vegetables,Chicory raw,Cucumber without skin raw,0.8049372814389396
Vegetables,Chicory raw,Tomato boiled,0.9094133151453353
Vegetables,Chicory boiled,Chicory raw,1.5363998955377953
Vegetables,Chicory boiled,Cucumber with skin raw,1.5410895743346396
Vegetables,Chicory boiled,Cucumber without skin raw,1.6146781720012047
Vegetables,Courgettes boiled,Beans French boiled,1.201970979699303
Vegetables,Courgettes boiled,Cauliflower boiled,1.3287195146201818
Vegetables,Courgettes boiled,Chicory raw,1.5737659767269292
Vegetables,Cucumber with skin raw,Chicory raw,0.4797288216755799
Vegetables,Cucumber with skin raw,Cucumber without skin raw,0.6583958340409546
Vegetables,Cucumber with skin raw,Tomato boiled,1.097245643806224
Vegetables,Cucumber without skin raw,Cucumber with skin raw,0.6583958340409546
Vegetables,Cucumber without skin raw,Chicory raw,0.8049372814389396
Vegetables,Cucumber without skin raw,Tomato boiled,1.355436311400534
Vegetables,Kale curly boiled,Spinach frozen boiled,3.191619881506044
Vegetables,Kale curly boiled,Beans French frozen boiled,5.800988947213731
Vegetables,Kale curly boiled,Lettuce butterhead raw,5.937701665566275
Vegetables,Lettuce raw,Lettuce butterhead raw,1.2963494156141666
Vegetables,Lettuce raw,Beans French boiled,1.3074337738520223
Vegetables,Lettuce raw,Courgettes boiled,1.6774093406824737
Vegetables,Lettuce butterhead raw,Lettuce raw,1.2963494156141664
Vegetables,Lettuce butterhead raw,Beans French boiled,1.6933206473928295
Vegetables,Lettuce butterhead raw,Tomato raw,1.7407181943929604
Vegetables,Mushroom boiled,Bean sprouts raw,7.465355160171902
Vegetables,Mushroom boiled,Bean sprouts boiled,7.706329316963782
Vegetables,Mushroom boiled,Courgettes boiled,7.993546715265428
Vegetables,Onions raw,Carrot boiled ,1.0489705033877694
Vegetables,Onions raw,Beans French frozen boiled,1.301443243917521
Vegetables,Onions raw,Carrot raw ,1.349315976724835
Vegetables,Onions boiled,Onions raw,5.405103574067999
Vegetables,Onions boiled,Carrot boiled ,5.4279467250370335
Vegetables,Onions boiled,Beans French frozen boiled,5.430403865973735
Vegetables,Peas and carrots tinned,Chicory boiled,6.882072912680358
Vegetables,Peas and carrots tinned,Beans French tinned,7.238078163966401
Vegetables,Peas and carrots tinned,Onions raw,7.319409755106993
Vegetables,Peas frozen boiled,Sweetcorn tinned,6.245296985796784
Vegetables,Peas frozen boiled,Onions raw,7.716846404660611
Vegetables,Peas frozen boiled,Onions boiled,7.7585354040649275
Vegetables,Spinach frozen boiled,Kale curly boiled,3.191619881506044
Vegetables,Spinach frozen boiled,Lettuce butterhead raw,3.563836307843706
Vegetables,Spinach frozen boiled,Beans French boiled,3.900085708300117
Vegetables,Sweet pepper boiled,Sweet pepper raw,5.82921254553993
Vegetables,Sweet pepper boiled,Cauliflower boiled,6.354487973784531
Vegetables,Sweet pepper boiled,Tomato boiled,6.393505667292873
Vegetables,Sweet pepper raw,Tomato raw,4.012210253716619
Vegetables,Sweet pepper raw,Cauliflower boiled,4.094396834600473
Vegetables,Sweet pepper raw,Tomato boiled,4.2260856467757035
Vegetables,Sweetcorn tinned,Beans French frozen boiled,5.8192193262636405
Vegetables,Sweetcorn tinned,Onions raw,5.853046093687965
Vegetables,Sweetcorn tinned,Carrot boiled ,6.156153097886997
Vegetables,Tomato boiled,Tomato raw,0.8742721403656731
Vegetables,Tomato boiled,Chicory raw,0.9094133151453353
Vegetables,Tomato boiled,Carrot boiled ,0.9697320292904632
Vegetables,Tomato raw,Tomato boiled,0.8742721403656731
Vegetables,Tomato raw,Carrot raw ,1.027499583503507
Vegetables,Tomato raw,Cauliflower boiled,1.3202757344230815
